pH,Temperature,Turbidity,TDS,DO,BOD,COD,status
8.169,19.302,2.922,28.96384,6.397,6.47016,16.1754,Good
8.134,19.285,10.197,28.975360000000002,6.24,10.6122,26.530499999999996,Poor
8.169,19.237,2.827,28.94144,6.421,6.617560000000001,16.5439,Good
8.179,19.248,10.15,28.93888,6.834,10.821840000000002,27.054600000000004,Poor
8.147,19.23,2.926,28.922240000000002,6.163,6.3436,15.859,Good
8.149,19.209,8.096,28.951680000000003,6.135,10.19512,25.487799999999996,Fair
8.146,19.201,3.324,28.916480000000004,6.097,6.756080000000001,16.8902,Good
8.135,19.206,9.275,28.937600000000003,6.702,10.149480000000002,25.373700000000003,Fair
8.144,19.207,2.785,28.920320000000004,6.157,6.10436,15.2609,Good
8.143,19.253,9.886,28.959360000000004,6.687,10.14544,25.3636,Fair
8.158,19.294,3.089,28.9664,6.335,6.672920000000001,16.6823,Good
8.161,19.37,5.148,28.998400000000004,6.744,7.522400000000001,18.806,Fair
8.155,19.353,2.841,28.97216,6.339,6.298439999999999,15.746099999999998,Good
8.162,19.345,6.152,28.979200000000002,6.742,8.226,20.565,Fair
8.139,19.309,2.546,28.959360000000004,6.241,6.060320000000001,15.150800000000002,Good
8.144,19.304,8.917,28.9632,6.376,9.639320000000001,24.098300000000002,Fair
8.161,19.309,2.792,28.949119999999997,6.323,6.009520000000001,15.023800000000001,Good
8.176,19.42,10.157,28.9952,6.355,10.424600000000002,26.061500000000002,Poor
8.191,19.426,2.803,28.98624,6.817,6.22548,15.563699999999999,Good
8.166,19.396,8.144,28.965120000000002,6.932,9.519680000000001,23.799200000000003,Fair
8.205,19.443,2.709,28.98176,7.076,6.648040000000001,16.6201,Good
8.187,19.504,5.556,29.02016,7.02,8.00272,20.0068,Fair
8.187,19.504,5.556,29.02016,7.02,8.00272,20.0068,Fair
8.203,19.551,5.998,28.999679999999998,6.929,8.56128,21.4032,Fair
8.191,19.632,6.304,29.028480000000002,6.647,8.35696,20.892400000000002,Fair
8.214,19.668,4.257,29.02784,7.098,7.37084,18.4271,Good
8.211,19.65,8.485,29.022080000000003,6.868,9.9742,24.935499999999998,Fair
8.202,19.639,5.481,28.998400000000004,6.911,8.169319999999999,20.423299999999998,Fair
8.163,19.666,7.579,29.01312,6.769,9.118279999999999,22.795699999999997,Fair
8.199,19.603,5.14,28.965120000000002,7.033,7.90184,19.7546,Fair
8.213,19.353,8.322,28.874879999999997,6.746,9.59024,23.9756,Fair
8.203,19.284,3.122,28.838400000000004,6.984,6.727119999999999,16.8178,Good
8.208,19.297,12.034,28.8288,7.04,12.150560000000002,30.376400000000004,Poor
8.215,19.313,7.231,28.87808,7.235,9.54524,23.8631,Fair
8.21,19.3,12.665,28.94976,7.252,12.485399999999998,31.213499999999996,Poor
8.21,19.354,3.216,28.908800000000003,7.207,7.34112,18.3528,Good
8.211,19.358,12.204,28.861439999999998,7.35,12.583840000000002,31.459600000000002,Poor
8.21,19.281,3.664,28.823040000000002,7.186,7.80568,19.5142,Good
8.215,19.237,9.209,28.81984,7.346,10.70036,26.750899999999998,Fair
8.207,19.274,3.697,28.803200000000004,7.197,7.597720000000002,18.994300000000003,Good
8.208,19.314,16.711,28.804479999999998,7.314,15.05892,37.6473,Poor
8.201,19.331,2.653,28.736,7.104,6.94068,17.3517,Good
8.204,19.352,11.245,28.773760000000003,7.247,11.553560000000001,28.8839,Poor
8.19,19.379,2.577,28.77568,6.951,6.46772,16.1693,Good
8.199,19.434,8.429,28.74944,7.198,9.869720000000001,24.674300000000002,Fair
8.196,19.497,2.968,28.77504,7.025,6.82216,17.0554,Good
8.211,19.544,9.254,28.777600000000003,7.301,10.15512,25.3878,Fair
8.208,19.64,4.152,28.77824,7.217,7.852000000000001,19.630000000000003,Good
8.209,19.683,8.084,28.80384,7.298,9.54584,23.8646,Fair
8.185,19.716,3.714,28.7904,6.931,6.934480000000001,17.3362,Good
8.194,19.784,7.309,28.78976,7.203,9.032919999999999,22.582299999999996,Fair
8.195,19.859,2.64,28.769920000000003,7.033,6.72072,16.8018,Good
8.194,19.799,7.723,28.799360000000004,7.378,9.39452,23.4863,Fair
8.194,19.845,3.598,28.86016,7.159,7.256,18.14,Good
8.202,19.891,7.96,28.88768,7.481,9.64488,24.112199999999998,Fair
8.184,19.896,2.527,28.85312,7.119,6.451080000000001,16.1277,Good
8.181,19.89,7.564,28.878719999999998,7.39,9.287199999999999,23.217999999999996,Fair
8.182,19.873,3.016,28.83648,7.04,6.84984,17.1246,Good
8.203,19.815,8.762,28.84288,7.229,11.462400000000002,28.656000000000002,Fair
8.191,19.787,5.038,28.8576,7.123,8.176160000000001,20.440400000000004,Fair
8.165,19.804,7.772,28.86016,6.961,9.16032,22.9008,Fair
8.189,19.758,5.447,28.82752,7.125,8.53924,21.3481,Fair
8.202,19.748,10.599,28.8864,7.241,11.600840000000002,29.002100000000002,Poor
8.223,19.834,2.988,28.911360000000002,7.563,7.47952,18.6988,Good
8.247,19.897,14.542,28.95424,7.649,16.012960000000003,40.0324,Poor
8.235,19.863,6.655,28.9344,7.701,10.492440000000002,26.2311,Fair
8.244,19.92,12.784,28.96704,7.883,15.066400000000002,37.666000000000004,Poor
8.229,19.896,4.908,28.94464,7.706,9.857280000000001,24.6432,Good
8.239,20.047,8.213,28.98496,7.664,12.17716,30.442899999999998,Fair
8.231,19.895,4.845,28.94656,7.679,10.5266,26.316499999999998,Good
8.236,19.817,9.768,28.94464,7.571,14.01976,35.0494,Fair
8.224,19.718,6.016,28.89216,7.433,12.79904,31.9976,Fair
8.213,19.762,9.269,28.94464,7.473,13.249560000000002,33.123900000000006,Fair
8.216,19.83,7.557,28.947840000000003,7.414,12.703,31.757499999999997,Fair
8.221,19.953,7.484,28.999679999999998,7.604,12.338640000000002,30.846600000000002,Fair
8.222,19.939,3.508,28.9696,7.639,11.05992,27.6498,Good
8.224,19.952,11.245,28.998400000000004,7.657,14.625560000000002,36.563900000000004,Poor
8.224,20.049,3.698,28.99136,7.711,10.35232,25.8808,Good
8.225,20.137,12.857,29.02016,7.787,15.354759999999999,38.3869,Poor
8.214,20.059,7.193,28.90688,7.556,12.612520000000002,31.5313,Fair
8.213,20.114,15.647,28.96192,7.549,16.553320000000003,41.383300000000006,Poor
8.216,20.161,9.972,28.97984,7.594,13.548079999999999,33.8702,Fair
8.218,20.17,21.095,28.99328,7.654,19.5562,48.890499999999996,Poor
8.209,19.998,6.323,28.861439999999998,7.439,10.90564,27.2641,Fair
8.199,19.969,9.667,28.88448,7.336,12.37612,30.9403,Fair
8.193,19.963,3.201,28.862080000000002,7.146,8.364040000000001,20.9101,Good
8.187,19.981,13.422,28.871039999999997,7.184,14.235680000000002,35.589200000000005,Poor
8.192,19.95,3.264,28.84544,7.189,8.1992,20.497999999999998,Good
8.198,19.957,12.941,28.8896,7.334,13.708360000000003,34.270900000000005,Poor
8.203,20.029,3.347,28.906239999999997,7.241,8.362520000000002,20.9063,Good
8.2,20.05,9.859,28.93056,7.378,11.551400000000001,28.878500000000003,Fair
8.198,20.046,2.701,28.92864,7.095,7.896280000000001,19.7407,Good
8.157,20.045,8.707,28.960639999999998,6.965,10.4214,26.0535,Fair
8.188,20.023,2.93,28.957440000000002,6.983,7.29104,18.2276,Good
8.167,19.996,10.755,28.95872,7.029,11.511880000000001,28.779700000000002,Poor
8.147,19.991,3.154,28.93952,6.309,6.95008,17.3752,Good
8.146,20.02,11.944,28.975360000000002,6.978,12.522400000000001,31.306,Poor
8.137,19.947,3.058,28.9312,6.378,7.08496,17.7124,Good
8.135,19.931,9.51,28.929920000000003,6.88,10.68448,26.7112,Fair
8.128,19.912,3.017,28.920320000000004,6.067,6.69836,16.7459,Good
8.125,19.883,5.059,28.940160000000002,6.036,7.631640000000001,19.0791,Fair
8.112,19.873,2.625,28.93056,5.767,6.349640000000001,15.8741,Fair
8.153,19.865,9.033,28.93696,6.46,10.4362,26.0905,Fair
8.145,19.877,2.972,28.9664,6.272,6.6261600000000005,16.5654,Good
8.141,19.884,6.872,28.968960000000003,6.248,8.69312,21.7328,Fair
8.158,19.909,3.298,28.98112,6.464,7.113119999999999,17.782799999999998,Good
8.158,19.925,7.539,28.975360000000002,6.346,9.215,23.037499999999998,Fair
8.148,19.935,2.872,28.926080000000002,6.26,6.706,16.765,Good
8.173,19.878,6.072,28.936320000000002,5.605,8.85024,22.1256,Fair
8.165,19.864,2.879,28.91072,6.503,6.556520000000001,16.3913,Good
8.161,19.906,6.672,28.95616,6.036,8.82288,22.057199999999998,Fair
8.167,19.935,2.878,28.94208,6.534,6.6744,16.686,Good
8.175,19.922,8.624,28.94848,6.621,9.968960000000001,24.9224,Fair
8.178,19.944,4.654,28.933760000000003,6.697,7.96312,19.907799999999998,Good
8.196,19.984,8.851,28.99776,6.32,10.967720000000002,27.419300000000003,Fair
8.177,19.884,2.995,28.86336,6.917,7.25572,18.1393,Good
8.19,19.83,11.865,28.8224,7.103,12.147,30.3675,Poor
8.206,19.788,3.208,28.74432,7.218,7.42944,18.5736,Good
8.215,19.789,8.279,28.7808,7.252,10.430520000000001,26.0763,Fair
8.221,19.499,3.346,28.3904,7.527,8.62832,21.5708,Good
8.216,19.563,11.195,28.514560000000003,7.387,12.26204,30.6551,Poor
8.194,19.62,2.723,28.54272,7.03,7.3106,18.2765,Good
8.193,19.627,7.423,28.5856,7.019,9.34876,23.3719,Fair
8.167,19.635,2.879,28.5696,6.514,6.740600000000001,16.8515,Good
8.154,19.633,7.098,28.5408,5.924,9.19664,22.9916,Fair
8.193,19.622,2.928,28.52928,6.999,7.436959999999999,18.592399999999998,Good
8.137,19.615,7.885,28.529920000000004,6.345,9.573,23.9325,Fair
8.151,19.57,2.585,28.48768,6.295,6.5478,16.3695,Good
8.113,19.578,7.399,28.49216,6.079,9.46804,23.670099999999998,Fair
8.137,19.538,2.932,28.46208,6.24,6.571840000000001,16.4296,Good
8.108,19.454,7.892,28.40064,6.056,9.48512,23.7128,Fair
8.143,19.372,2.939,28.37888,6.225,6.59716,16.4929,Good
8.126,19.382,11.396,28.40064,6.071,11.642560000000001,29.1064,Poor
8.123,19.502,3.022,28.407040000000002,6.108,6.27976,15.699399999999999,Good
8.138,19.508,8.063,28.42176,6.193,9.574440000000001,23.9361,Fair
8.15,19.513,3.039,28.36672,6.507,6.859640000000001,17.1491,Good
8.171,19.235,2.892,28.28096,6.923,6.6876,16.718999999999998,Good
8.166,19.126,2.682,28.26176,6.515,6.601680000000001,16.5042,Good
8.186,19.113,7.212,28.27392,6.618,9.117040000000001,22.7926,Fair
8.172,19.152,2.996,28.2848,6.568,6.710560000000001,16.776400000000002,Good
8.172,19.198,6.404,28.330880000000004,6.786,8.55744,21.3936,Fair
8.168,19.207,2.715,28.32,6.572,6.632760000000001,16.5819,Good
8.187,19.219,8.59,28.343040000000002,7.041,9.97392,24.9348,Fair
8.167,19.232,3.043,28.325760000000002,6.551,6.52996,16.3249,Good
8.18,19.338,9.385,28.428800000000003,6.866,10.38044,25.9511,Fair
8.167,19.244,3.116,28.336640000000003,6.532,6.76112,16.9028,Good
8.164,19.308,9.793,28.38912,6.74,10.923639999999999,27.309099999999997,Fair
8.175,19.287,3.004,28.364160000000002,6.693,6.727760000000001,16.8194,Good
8.177,19.19,6.418,28.3488,7.024,8.958800000000002,22.397000000000002,Fair
8.178,19.207,3.072,28.3456,6.708,6.82136,17.0534,Good
8.189,19.241,9.346,28.414720000000003,6.98,10.36528,25.9132,Fair
8.179,19.298,3.03,28.485120000000002,6.771,6.52264,16.3066,Good
8.176,19.261,5.976,28.517120000000002,7.119,7.929680000000001,19.8242,Fair
8.174,19.213,3.073,28.520960000000002,6.69,6.629640000000001,16.5741,Good
8.167,19.234,6.036,28.55104,6.93,8.077919999999999,20.194799999999997,Fair
8.155,19.263,3.135,28.510720000000003,6.354,6.45964,16.1491,Good
8.15,19.288,6.242,28.51776,6.825,8.206639999999998,20.516599999999997,Fair
8.153,19.282,3.458,28.51328,6.316,6.637360000000001,16.593400000000003,Good
8.155,19.334,7.796,28.47488,6.35,9.038720000000001,22.5968,Fair
8.15,19.196,3.459,28.412800000000004,6.171,6.56468,16.4117,Good
8.159,18.924,8.124,28.280320000000003,6.644,9.492320000000001,23.730800000000002,Fair
8.161,18.885,3.547,28.25536,6.517,6.659800000000001,16.6495,Good
8.172,18.802,6.03,28.240000000000002,6.749,8.01896,20.0474,Fair
8.169,18.808,3.467,28.243840000000002,6.654,6.74724,16.8681,Good
8.168,18.805,11.007,28.23808,6.834,10.977400000000001,27.4435,Poor
8.169,18.856,3.814,28.25728,6.694,6.8224800000000005,17.0562,Good
8.183,18.858,11.145,28.213760000000004,6.831,11.031640000000001,27.5791,Poor
8.183,18.858,11.145,28.213760000000004,6.831,11.031640000000001,27.5791,Poor
8.18,18.931,3.677,28.30016,6.897,6.573480000000001,16.4337,Good
8.19,18.941,4.215,28.35136,6.982,6.869880000000001,17.1747,Good
8.203,18.91,4.871,28.31104,7.13,7.518600000000001,18.7965,Good
8.202,18.914,5.965,28.31104,7.176,8.10812,20.2703,Fair
8.206,18.949,9.095,28.30144,7.225,10.12972,25.3243,Fair
8.195,18.96,12.138,28.26752,7.065,11.501200000000003,28.753000000000004,Poor
8.192,18.994,3.77,28.26176,7.094,6.663920000000001,16.6598,Good
8.188,19.006,16.094,28.258560000000003,6.97,13.92968,34.8242,Poor
8.181,19.069,5.326,28.29248,6.921,7.56672,18.9168,Fair
8.182,19.087,9.128,28.28224,6.938,9.69016,24.2254,Fair
8.194,19.128,4.456,28.229760000000002,7.178,7.0822400000000005,17.7056,Good
8.199,19.16,10.452,28.211199999999998,7.231,10.898400000000002,27.246000000000002,Poor
8.168,19.173,2.78,28.208000000000002,6.818,6.02104,15.0526,Good
8.202,19.297,9.33,27.936640000000004,7.294,10.08256,25.206400000000002,Fair
8.185,19.39,2.901,27.74336,7.29,6.1294,15.3235,Good
8.175,19.443,2.591,27.917440000000003,7.213,5.842840000000001,14.6071,Good
8.177,19.464,2.966,27.744,6.759,6.23352,15.5838,Good
8.18,19.288,10.94,27.55776,6.828,11.08464,27.7116,Poor
8.18,19.28,4.122,27.36832,7.161,7.0812,17.703,Good
8.18,19.054,,26.408960000000004,7.978,,,Poor
8.161,19.498,4.603,27.70176,6.973,7.4584399999999995,18.646099999999997,Good
8.119,19.604,6.4,27.85536,7.167,8.38512,20.9628,Fair
8.19,19.664,3.337,27.89824,7.266,6.6305200000000015,16.576300000000003,Good
8.164,19.483,3.224,27.75232,7.27,6.75384,16.8846,Good
8.191,19.614,3.25,28.0608,7.351,6.99272,17.4818,Good
8.192,20.182,6.498,28.26944,7.501,8.35496,20.8874,Fair
8.188,20.192,2.981,28.22656,7.476,6.45676,16.1419,Good
8.182,20.171,6.765,28.221439999999998,7.516,8.65028,21.6257,Fair
8.194,20.291,2.807,28.288000000000004,7.645,6.6090800000000005,16.5227,Good
8.195,20.344,8.038,28.286080000000002,7.552,9.42152,23.5538,Fair
8.197,20.411,5.574,28.31872,7.728,8.36368,20.909200000000002,Fair
8.201,20.552,8.045,28.342399999999998,7.732,9.697560000000001,24.2439,Fair
8.192,20.64,2.709,28.352,7.76,6.629400000000001,16.573500000000003,Good
8.195,20.706,6.501,28.36032,7.756,8.740280000000002,21.850700000000003,Fair
8.203,20.762,2.73,28.364160000000002,7.962,6.61336,16.5334,Good
8.174,20.648,10.013,28.19328,7.152,10.49324,26.2331,Poor
8.172,20.384,2.473,27.853440000000003,7.295,6.405720000000001,16.014300000000002,Good
8.159,20.527,7.657,28.19392,7.256,9.12116,22.802899999999998,Fair
8.18,20.605,2.597,28.33344,7.582,6.5738,16.4345,Good
8.162,20.63,5.342,28.42688,7.333,7.7044000000000015,19.261000000000003,Fair
8.194,20.644,5.15,28.43392,7.809,7.960720000000001,19.9018,Fair
8.176,20.658,7.583,28.39424,7.292,9.384840000000002,23.462100000000003,Fair
8.188,20.613,2.931,28.3872,7.551,6.530840000000001,16.3271,Good
8.179,20.572,7.307,28.28864,7.11,9.34196,23.3549,Fair
8.166,20.397,2.446,28.23616,7.171,6.60016,16.5004,Good
8.21,20.451,2.544,28.222080000000002,7.82,7.11048,17.7762,Good
8.195,20.462,2.149,28.22336,7.572,6.43036,16.0759,Good
8.214,20.388,5.139,28.221439999999998,7.753,9.219240000000001,23.0481,Fair
8.206,20.333,2.384,28.26368,7.771,8.02664,20.0666,Good
8.204,20.247,5.851,28.30848,7.717,10.39996,25.9999,Fair
8.196,20.555,3.25,28.3552,7.65,9.242400000000002,23.106,Good
8.191,20.493,7.0,28.34816,7.802,11.162640000000001,27.9066,Fair
8.198,20.456,3.339,28.38336,7.739,9.32468,23.311700000000002,Good
8.209,20.339,7.218,28.467840000000002,7.782,11.241120000000002,28.102800000000002,Fair
8.211,20.4,6.154,28.47872,7.81,11.25,28.125,Fair
8.2,20.53,7.202,28.421120000000002,7.942,11.314800000000002,28.287000000000003,Fair
8.204,20.781,3.836,28.515839999999997,7.849,9.89048,24.7262,Good
8.204,20.68,9.859,28.475520000000003,7.857,13.572199999999999,33.930499999999995,Fair
8.203,20.64,4.958,28.4608,7.839,10.7132,26.783,Good
8.198,20.592,13.41,28.31744,7.677,15.75496,39.3874,Poor
8.186,20.328,3.157,28.237440000000003,7.57,9.34444,23.3611,Good
8.186,20.351,12.596,28.1568,7.623,14.69768,36.7442,Poor
8.201,20.686,5.502,28.242559999999997,7.835,10.55048,26.3762,Fair
8.197,20.652,6.518,28.343040000000002,7.763,10.97896,27.447400000000002,Fair
8.196,20.414,2.999,28.27968,7.681,8.71892,21.7973,Good
8.193,20.374,11.753,28.33216,7.611,13.667320000000002,34.1683,Poor
8.195,20.286,3.462,28.2944,7.617,8.969680000000002,22.424200000000003,Good
8.198,20.225,15.467,28.25408,7.583,16.085400000000003,40.21350000000001,Poor
8.197,20.158,2.844,28.27072,7.554,8.421440000000002,21.053600000000003,Good
8.208,20.111,11.736,28.204800000000002,7.66,13.46248,33.6562,Poor
8.182,20.133,2.609,28.19968,7.323,7.697640000000002,19.244100000000003,Good
8.162,20.086,2.285,28.11968,7.093,6.31388,15.784699999999999,Good
8.165,20.092,2.366,28.042240000000003,6.968,6.96376,17.409399999999998,Good
8.17,20.045,8.515,28.18176,6.972,9.927000000000001,24.817500000000003,Fair
8.168,20.019,2.214,28.27328,6.915,6.59872,16.4968,Good
8.158,19.918,4.99,27.995520000000003,6.85,7.90744,19.7686,Good
8.154,19.828,2.605,27.970560000000003,6.71,6.654040000000001,16.6351,Good
8.167,19.782,8.685,27.977600000000002,6.95,10.60556,26.5139,Fair
8.167,19.765,2.456,27.973760000000002,7.038,6.5244,16.311,Good
8.163,19.73,9.598,27.98656,6.91,10.621200000000002,26.553000000000004,Fair
8.164,19.693,2.702,27.97888,6.918,6.526240000000001,16.315600000000003,Good
8.17,19.652,6.626,27.991039999999998,7.104,8.87656,22.191399999999998,Fair
8.163,19.669,2.599,28.010880000000004,6.971,6.404920000000001,16.0123,Good
8.166,19.644,3.275,28.012159999999998,7.042,6.66772,16.6693,Good
8.183,19.594,2.901,28.012159999999998,7.291,6.852120000000001,17.130300000000002,Good
8.191,19.567,2.768,28.03264,7.408,6.71896,16.7974,Good
8.183,19.556,2.657,28.01984,7.298,6.567480000000001,16.4187,Good
8.17,19.529,6.133,28.02496,7.14,8.37092,20.9273,Fair
8.177,19.282,2.327,27.90848,7.223,6.3235600000000005,15.808900000000001,Good
8.179,19.341,9.197,27.95136,7.248,10.59428,26.485699999999998,Fair
8.176,19.407,2.492,27.97696,7.115,6.35896,15.8974,Good
8.177,19.395,5.924,28.0192,7.099,8.4388,21.097,Fair
8.201,19.496,2.949,28.065920000000002,7.542,7.302680000000001,18.256700000000002,Good
8.182,19.451,7.068,28.07936,7.333,9.04088,22.6022,Fair
8.2,19.388,2.834,28.05888,7.475,7.022640000000002,17.556600000000003,Good
8.197,19.349,8.472,28.061439999999997,7.552,10.15912,25.397799999999997,Fair
8.21,19.329,2.777,28.06208,7.591,7.1973199999999995,17.993299999999998,Good
8.216,19.379,3.344,28.08448,7.655,7.66872,19.1718,Good
8.214,19.344,2.845,28.077440000000003,7.666,7.488120000000001,18.7203,Good
8.207,19.345,6.253,28.124160000000003,7.52,9.1218,22.8045,Fair
8.21,19.34,3.091,28.1504,7.509,7.255400000000001,18.1385,Good
8.218,19.356,6.172,28.15744,7.582,9.37168,23.429199999999998,Fair
8.217,19.311,3.112,28.12608,7.692,8.185680000000001,20.4642,Good
8.216,19.22,3.027,28.10944,7.754,9.6474,24.118499999999997,Good
8.215,19.247,3.147,28.065279999999998,7.736,8.24476,20.6119,Good
8.215,19.095,3.305,28.06208,7.665,7.635400000000001,19.0885,Good
8.217,19.038,3.055,28.01536,7.666,7.23284,18.0821,Good
8.215,19.224,7.008,28.11456,7.564,9.685120000000001,24.2128,Fair
8.214,18.808,2.689,27.975680000000004,7.568,7.11964,17.7991,Good
8.214,18.763,4.856,28.01792,7.512,8.326640000000001,20.8166,Good
8.214,18.837,2.902,28.026880000000002,7.614,7.1017600000000005,17.7544,Good
8.212,18.861,7.814,28.01984,7.632,10.143680000000002,25.3592,Fair
8.211,18.86,2.927,27.99488,7.561,7.612200000000001,19.030500000000004,Good
8.213,18.759,4.893,27.969279999999998,7.658,8.656519999999999,21.641299999999998,Good
8.21,18.636,3.038,27.956480000000003,7.555,7.335280000000001,18.3382,Good
8.21,18.806,7.749,28.0192,7.337,10.269080000000002,25.672700000000003,Fair
8.209,18.744,2.896,28.02496,7.549,7.570720000000001,18.9268,Good
8.207,18.735,6.653,28.01728,7.325,9.3178,23.2945,Fair
8.199,18.544,2.788,27.95328,7.354,7.06832,17.6708,Good
8.181,18.321,5.324,27.92576,7.009,7.889680000000002,19.724200000000003,Fair
8.172,18.245,2.865,27.91808,6.863,6.6562,16.6405,Good
8.16,18.173,7.018,27.90784,6.752,8.69904,21.7476,Fair
8.184,18.172,2.343,27.93728,7.077,6.25716,15.6429,Good
8.167,18.267,10.182,27.97504,6.9,10.806560000000001,27.0164,Poor
8.17,18.304,2.555,27.97888,6.825,6.20532,15.513300000000001,Good
8.145,18.279,4.557,27.99424,6.623,7.282119999999999,18.205299999999998,Good
8.175,18.304,2.648,28.003200000000003,6.985,6.36352,15.9088,Good
8.152,18.329,5.243,28.00768,6.482,7.54092,18.8523,Fair
8.152,18.316,2.798,28.005760000000002,6.57,6.13528,15.338199999999999,Good
8.152,18.301,6.411,28.018560000000004,6.7,8.285879999999999,20.714699999999997,Fair
8.174,18.281,2.39,28.02176,6.925,6.04128,15.1032,Good
8.17,18.284,4.67,28.046080000000003,6.911,7.37192,18.4298,Good
8.164,18.184,2.192,28.01792,6.729,5.833120000000001,14.5828,Good
8.159,18.138,2.191,28.0192,6.761,5.90164,14.754100000000001,Good
8.156,18.118,2.279,28.012800000000002,6.64,5.8768400000000005,14.6921,Good
8.15,18.13,6.472,28.032,6.607,8.356,20.89,Fair
8.165,18.123,2.43,28.026239999999998,6.74,5.989440000000001,14.973600000000001,Good
8.162,18.157,2.664,28.059520000000003,6.913,6.07336,15.183399999999999,Good
8.176,18.16,2.562,28.044800000000002,6.944,6.066800000000001,15.167,Good
8.178,18.236,10.937,28.07552,6.999,10.930680000000002,27.326700000000002,Poor
8.202,18.217,2.971,28.087040000000002,7.275,6.68796,16.7199,Good
8.197,18.263,3.808,28.1184,7.318,7.07864,17.6966,Good
8.207,18.307,2.594,28.14528,7.345,6.2305600000000005,15.5764,Good
8.217,18.302,3.944,28.151680000000002,7.513,7.13136,17.8284,Good
8.217,18.302,3.944,28.151680000000002,7.513,7.13136,17.8284,Good
8.219,18.329,3.11,28.17024,7.533,6.80992,17.0248,Good
8.218,18.339,4.47,28.159360000000003,7.543,7.80192,19.5048,Good
8.218,18.412,2.831,28.17344,7.546,6.854759999999999,17.136899999999997,Good
8.221,18.362,3.675,28.17792,7.609,7.40196,18.5049,Good
8.222,18.399,2.806,28.1792,7.676,6.9435199999999995,17.3588,Good
8.221,18.416,3.871,28.19392,7.636,7.48548,18.7137,Good
8.232,18.65,3.403,28.27456,7.793,7.921000000000001,19.802500000000002,Good
8.23,18.642,5.337,28.2848,7.781,8.666360000000001,21.6659,Fair
8.219,18.407,2.79,28.222080000000002,7.555,6.9321600000000005,17.3304,Good
8.219,18.387,3.431,28.23552,7.614,7.473560000000001,18.6839,Good
8.22,18.392,2.778,28.25216,7.585,7.29336,18.2334,Good
8.228,18.687,4.595,28.375680000000003,7.732,8.019160000000001,20.047900000000002,Good
8.225,18.509,3.749,28.323200000000003,7.647,7.407720000000001,18.5193,Good
8.224,18.73,4.666,28.37312,7.677,7.971600000000001,19.929000000000002,Good
8.225,18.948,2.67,28.3904,7.691,6.560239999999999,16.400599999999997,Good
8.227,19.063,6.636,28.41792,7.692,8.85224,22.1306,Fair
8.213,19.059,3.579,28.34752,7.443,6.88492,17.2123,Good
8.191,18.927,4.599,28.323200000000003,7.197,7.28076,18.2019,Good
8.206,18.994,2.591,28.350720000000003,7.382,6.20132,15.5033,Good
8.222,19.069,9.877,28.3456,7.644,10.76932,26.9233,Fair
8.214,18.997,2.906,28.29632,7.563,6.562560000000001,16.4064,Good
8.197,18.776,6.768,28.20288,7.368,8.70928,21.7732,Fair
8.207,18.825,2.714,28.23168,7.477,6.4712000000000005,16.178,Good
8.208,19.126,7.301,28.31488,7.544,8.821879999999998,22.054699999999997,Fair
8.216,18.507,2.701,28.0704,7.681,6.3563600000000005,15.8909,Good
8.217,18.465,4.555,28.06656,7.76,7.490200000000001,18.7255,Good
8.213,18.416,2.475,28.038400000000003,7.744,6.07108,15.1777,Good
8.206,18.718,5.227,28.15488,7.684,7.63844,19.0961,Fair
8.216,18.875,2.181,28.17984,7.731,6.357,15.8925,Good
8.213,19.071,4.56,28.23488,7.764,7.73928,19.3482,Good
8.216,18.527,3.163,28.032,7.838,6.70076,16.7519,Good
8.202,18.52,7.648,28.032,7.674,9.0736,22.684,Fair
8.213,18.596,3.088,28.02752,7.845,6.828480000000001,17.0712,Good
8.206,18.663,7.05,28.06272,7.716,8.842240000000002,22.105600000000003,Fair
8.188,18.716,2.351,28.06272,7.391,5.88468,14.7117,Good
8.194,18.82,2.298,28.0992,7.41,6.09,15.224999999999998,Good
8.185,18.884,2.358,28.100479999999997,7.401,6.07752,15.1938,Good
8.182,18.931,2.521,28.1344,7.437,6.003080000000001,15.0077,Good
8.184,19.012,2.292,28.1568,7.362,6.244160000000001,15.610400000000002,Good
8.188,18.972,8.25,28.147840000000002,7.584,9.57976,23.9494,Fair
8.185,18.997,2.134,28.161920000000002,7.438,5.9169599999999996,14.792399999999999,Good
8.198,18.95,8.055,28.17792,7.609,9.701,24.252499999999998,Fair
8.229,18.803,3.763,28.12096,7.973,7.7708400000000015,19.427100000000003,Good
8.223,18.838,5.717,28.14528,7.876,8.92844,22.3211,Fair
8.217,18.825,2.269,28.133119999999998,7.765,7.123400000000001,17.808500000000002,Good
8.209,18.837,2.209,28.155520000000003,7.695,6.608360000000001,16.5209,Good
8.209,18.822,2.386,28.130560000000003,7.679,7.14376,17.8594,Good
8.197,18.833,6.051,28.15232,7.46,8.59724,21.4931,Fair
8.195,18.813,3.065,28.15488,7.434,6.75924,16.8981,Good
8.197,18.823,5.61,28.17344,7.556,8.409440000000002,21.023600000000002,Fair
8.183,18.836,2.06,28.17024,7.243,6.45248,16.1312,Good
8.202,18.844,8.032,28.1792,7.648,10.281120000000001,25.7028,Fair
8.199,18.881,2.096,28.16768,7.365,7.0888800000000005,17.7222,Good
8.206,18.89,5.135,28.202240000000003,7.587,8.649,21.6225,Fair
8.195,18.88,2.062,28.168960000000002,7.342,7.049199999999999,17.622999999999998,Good
